,Review,Review_norm,review_tokens
18,prodak yg dikirim sesuai pesanan,produk yang dikirim sesuai pesanan,"['produk', 'yang', 'dikirim', 'sesuai', 'pesanan']"
19,nice,nice,['nice']
20,kerennn,keren,['keren']
21,pengiriman sengaja pakai gosend biar cepat tapi ternyata ga dikirim setelah hari malah disuruh reorder dengan alasan bakal dapet kompensasi taunya pas reorder sampenya pun malam bgt kompensasi yg dijanjikan gada udh beberapa kali beli baru kali ini kecewa,pengiriman sengaja pakai gosend biar cepat tapi ternyata enggak dikirim setelah hari malah disuruh reorder dengan alasan bakal dapat kompensasi taunya pas reorder sampai pun malam banget kompensasi yang dijanjikan enggak ada sudah beberapa kali beli baru kali ini kecewa,"['pengiriman', 'sengaja', 'pakai', 'gosend', 'biar', 'cepat', 'tapi', 'ternyata', 'enggak', 'dikirim', 'setelah', 'hari', 'malah', 'disuruh', 'reorder', 'dengan', 'alasan', 'bakal', 'dapat', 'kompensasi', 'taunya', 'pas', 'reorder', 'sampai', 'pun', 'malam', 'banget', 'kompensasi', 'yang', 'dijanjikan', 'enggak', 'ada', 'sudah', 'beberapa', 'kali', 'beli', 'baru', 'kali', 'ini', 'kecewa']"
22,cepat meresap ringan di kulit wajah cuman buat dryskin krg melembabkan tapi enak buat prep sblm makeup,cepat meresap ringan di kulit wajah cuman buat dryskin kurang melembabkan tapi enak buat prep sebelum makeup,"['cepat', 'meresap', 'ringan', 'di', 'kulit', 'wajah', 'cuman', 'buat', 'dryskin', 'kurang', 'melembabkan', 'tapi', 'enak', 'buat', 'prep', 'sebelum', 'makeup']"
23,seller sangat cepat memproses barang packing sangat baik dan aman reliable sangat,seller sangat cepat memproses barang packing sangat baik dan aman reliable sangat,"['seller', 'sangat', 'cepat', 'memproses', 'barang', 'packing', 'sangat', 'baik', 'dan', 'aman', 'reliable', 'sangat']"
24,cocok di kulit normal,cocok di kulit normal,"['cocok', 'di', 'kulit', 'normal']"
25,selangnya sependek apa sih sampe dia ilang kebawah wtf annoying bgt pakenya gmn coba udah aku cari tp gak ada selangnya pake tube ajalah kalo pake packaging kaya gini bermasalah mulu sayang bgt padahal formulanya sebagus itu tapi kalo packagingnya begini sihhh big no deh,selangnya sependek apa sih sampai dia hilang kebawah wtf annoying banget pakenya bagaimana coba sudah aku cari tapi enggak ada selangnya pakai tube ajalah kalo pakai packaging kayak begini bermasalah mulu sayang banget padahal formulanya sebagus itu tapi kalo packagingnya begini sih big no deh,"['selangnya', 'sependek', 'apa', 'sih', 'sampai', 'dia', 'hilang', 'kebawah', 'wtf', 'annoying', 'banget', 'pakenya', 'bagaimana', 'coba', 'sudah', 'aku', 'cari', 'tapi', 'enggak', 'ada', 'selangnya', 'pakai', 'tube', 'ajalah', 'kalo', 'pakai', 'packaging', 'kayak', 'begini', 'bermasalah', 'mulu', 'sayang', 'banget', 'padahal', 'formulanya', 'sebagus', 'itu', 'tapi', 'kalo', 'packagingnya', 'begini', 'sih', 'big', 'no', 'deh']"
26,akhirnya mendarat pelembab kesayangan,akhirnya mendarat pelembab kesayangan,"['akhirnya', 'mendarat', 'pelembab', 'kesayangan']"
27,mantap pesanan sesuai dan seller responsif packing aman banget tebal bravo seller,mantap pesanan sesuai dan seller responsif packing aman banget tebal bravo seller,"['mantap', 'pesanan', 'sesuai', 'dan', 'seller', 'responsif', 'packing', 'aman', 'banget', 'tebal', 'bravo', 'seller']"
